CustomerNumber,Name,Name2,City,Region,PostalCode,Street,Address,CustomerClass
0000008021,"INDIANA UNIVERSITY",,INDIANAPOLIS,IN,46202,"635 BARNHILL DR",0000055458,
0000008022,"DUKE UNIVERSITY MEDICAL CENTER",,DURHAM,NC,27710,"905 S LASALLE ST",0000055461,
0000008023,"DUKE UNIVERSITY MEDICAL CENTER",,DURHAM,NC,27708-3813,"308 RESEARCH DR",0000055472,
0000008024,"JOHNS HOPKINS ENTERPRISE",,BALTIMORE,MD,21231,"1550 ORLEANS ST",0000055497,
0000008025,"UNIVERSITY OF WASHINGTON","DEPT OF BIO STRUCT",SEATTLE,WA,98195-7420,"1959 NE PACIFIC ST",0000055500,
0000008026,"JOHN HOPKINS UNIVERSITY",,BALTIMORE,MD,21205,"855 N WOLFE ST",0000055505,
0000008027,"ARIZONA STATE UNIVERSITY","BIODESIGN INSTITUTE",TEMPE,AZ,85287,"1001 S MCALLISTER AVE",0000055512,
0000008028,"HUREL CORPORATION",,PISCATAWAY,NJ,08854,"599 TAYLOR RD",0000055521,
0000008029,"UNIVERSITY OF PITTSBURGH",,PITTSBURGH,PA,15213,"3459 FIFTH AVE",0000055522,
0000008030,"UNIV OF CALIFORNIA AT SAN DIEGO","MOORES CANCER CENTER","LA JOLLA",CA,92093,"3855 HEALTH SCIENCES DR",0000055531,
0000008031,"UNIVERSITY OF PENNSYLVANIA",,PHILADELPHIA,PA,19104,"125 S 31ST ST",0000055542,
0000008032,"OCHSNER MEDICAL CENTER",,JEFFERSON,LA,70121,"1514 JEFFERSON HWY",0000055547,
0000008033,"BOSTON UNIVERSITY MEDICAL SCHOOL",,BOSTON,MA,02118,"15 STOUGHTON ST",0000055548,
0000008034,"UNIVERSITY OF CHICAGO",,CHICAGO,IL,60637,"900 E 57TH ST",0000055563,
0000008035,"ARIZONA CANCER CENTER",,TUCSON,AZ,85724,"1515 N CAMPBELL AVE",0000055566,
0000008036,"HHMI - STANFORD UNIV MED CENTER",,"PALO ALTO",CA,94304,"279 CAMPUS DR",0000055567,
0000008037,"NATIONAL INSTS OF HEALTH / NIEHS",,"RESEARCH TRIANGLE PARK",NC,27709,"111 TW ALEXANDER DR",0000055570,
0000008038,"NEVADA CANCER INSTITUTE",,"LAS VEGAS",NV,89135,"ONE BREAKTHROUGH WAY",0000055571,
0000008039,"MIRTA GIORDANO","LABORATORIO DE INMUNOLOGIA",,01,1425,"PACHECO DE MELO 3081",0000055580,01
0000008040,"PENNINGTON BIOMEDICAL RESEARCH CTR",,"BATON ROUGE",LA,70808,"6400 PERKINS RD",0000055589,
0000008041,"UNIVERSITY OF PENNSYLVANIA","CENTER FOR SLEEP & RESP NEUROB",PHILADELPHIA,PA,19104,"125 S 31ST ST",0000055590,
0000008042,"UNIVERSITY OF VIRGINIA","DEPT. OF CELL BIOLOGY",CHARLOTTESVILLE,VA,22908,"1340 JEFFERSON PARK AVE - LDG DK",0000055593,
0000008043,"GLAXO SMITHKLINE",,COLLEGEVILLE,PA,19426,"1250 S COLLEGEVILLE RD",0000055598,
0000008044,"BIOGEN IDEC",,SOMERVILLE,MA,02143,"61 MEDFORD ST",0000055599,
0000008045,"WEILL MED COLLEGE OF CORNELL UNIV",,"NEW YORK",NY,10065,"510 E 70TH ST",0000055602,
0000008046,"NORTH CAROLINA STATE UNIVERSITY","DEPARTMENT OF ANIMAL SCIENCE",RALEIGH,NC,27695,"****USE ACCOUNT 3095 INSTEAD****",0000055615,
0000008047,"JANSSEN BIOTECH INC","ARIBA CREDIT CARD ORDERS",MALVERN,PA,19355-1303,"52 GREAT VALLEY PKWY",0000055616,
0000008048,"VIRGINIA POLYTECHNIC INSTITUTE",UNIVERSITY,BLACKSBURG,VA,24061,"WASHINGTON ST",0000055617,
0000008049,"THE UNIVERSITY OF CHICAGO","BEN MAY",CHICAGO,IL,60637,"929 E 57TH ST",0000055622,
0000008050,NOVARTIS,"B2B SRM NIBR ONLY",CAMBRIDGE,MA,02139,"250 MASSACHUSETTS AVE",0000055623,
0000008051,"JOHNS HOPKINS UNIVERSITY","APPLIED PHYSICS LABORATORY",LAUREL,MD,20723,"11100 JOHNS HOPKINS RD",0000055632,
0000008052,"THE BROAD INSTITUTE INC",,CAMBRIDGE,MA,02142,"415 MAIN ST",0000055637,
0000008053,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"9000 ROCKVILLE PIKE",0000055652,
0000008054,"GLAXO SMITHKLINE - 056","C/O FISHER SCIENTIFIC",RALEIGH,NC,27604,"3315 ATLANTIC AVE",0000055666,
0000008055,"NEW YORK UNIV LANGONE MEDICAL CTR","MAIN RECEIVING DOCK","NEW YORK",NY,10016-6481,"31ST ST & E RIVER DR",0000055692,
0000008056,"UNIVERSITY OF WISCONSIN",,MADISON,WI,53706,"1675 OBSERVATORY DR",0000055693,
0000008057,"CORNELL UNIVERSITY","COLLEGE OF VET MEDICINE",ITHACA,NY,14853,,0000055700,
0000008058,"CYTOKIND LLC",,WALTHAM,MA,02451,"1395 MAIN ST",0000055705,
0000008059,"CASE WESTERN RESERVE UNIVERSITY",TXM210,CLEVELAND,OH,44106,"2210 CIRCLE DR",0000055718,
0000008060,"UNIV OF NORTH CAROLINA CHAPEL HILL",,"CHAPEL HILL",NC,27599,"115 MASON FARM RD",0000055727,
0000008061,"UNIV OF CALIFORNIA AT SAN FRANCISCO",,"SAN FRANCISCO",CA,94143,"513 PARNASSUS AVE",0000055740,
0000008062,"MOUNT SINAI MEDICAL SCHOOL",,"NEW YORK",NY,10029,"101ST ST BTWN MADISON & 5TH AVE",0000055751,
0000008063,"NORTHWESTERN UNIVERSITY",,CHICAGO,IL,60611,"745 N FAIRBANKS CT",0000055758,
0000008064,"UNIV OF ALABAMA AT BIRMINGHAM",,BIRMINGHAM,AL,35294,"1720 7TH AVE S",0000055759,
0000008065,"BDP INTERNATIONAL",,MIAMI,FL,33166,"7425 NW 48TH ST",0000055764,
0000008066,"FUNDACAO DE DESENVOLVIMENTO DA PESQ",,"BELO HORIZONTE - MG - BRAZIL",MG,31270-901,"AV ANTIONIO CARLOS, 6627 - PAMPULH",0000055767,02
0000008067,"UMASS MEDICAL SCHOOL",,WORCESTER,MA,01605,"364 PLANTATION ST",0000055776,
0000008068,"VANDERBILT UNIVERSITY",,NASHVILLE,TN,37232,"2220 PIERCE AVE",0000055811,
0000008069,"UTAH STATE UNIVERSITY",,LOGAN,UT,84322-5600,"5600 OLD MAIN HILL",0000055812,
0000008070,"R & D TECHNOLOGIES",,OCONOMOCOC,WI,53066,"1833 EXECUTIVE DR",0000055815,02
0000008071,"R & D TECHNOLOGIES",,OCONOMOWOC,WI,53066,"1833 EXECUTIVE DR",0000055818,
0000008072,"THE BROAD INSTITUTE INC",,CAMBRIDGE,MA,02139,"500 MAIN ST",0000055823,
0000008073,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"9000 ROCKVILLE PIKE",0000055824,
0000008074,"EXPEDEON INC",,"SAN DIEGO",CA,92121,"11211 SORRENTO VALLEY RD",0000055825,02
0000008075,"EXPEDEON INC",,"SAN DIEGO",CA,92121,"11211 SORRENTO VALLEY RD",0000055828,
0000008076,"UNIVERSITY OF ILLINOIS AT CHICAGO",,CHICAGO,IL,60607,"900 S ASHLAND AVE",0000055829,
0000008077,"NATIONAL INSTS OF HEALTH / NIEHS",,"RESEARCH TRIANGLE PARK",NC,27709,"111 TW ALEXANDER DR",0000055878,
0000008078,"UNIVERSITY OF PENNSYLVANIA",MICROBIOLOGY,PHILADELPHIA,PA,19104-6076,"3610 HAMILTON WALK",0000055885,
0000008079,"LOUISIANA STATE UNIVERSITY",,SHREVEPORT,LA,71103,"3010 LINWOOD AVE",0000055895,
0000008080,"TULANE UNIV SCHOOL OF MEDICINE",,"NEW ORLEANS",LA,70112,"333 S LIBERTY ST",0000055896,
0000008081,"NEW YORK UNIV LANGONE MEDICAL CTR","MAIN RECEIVING DOCK","NEW YORK",NY,10016-6481,"31ST ST & E RIVER DR",0000055933,
0000008082,"MEMORIAL SLOAN KETTERING CANCER CTR",,"NEW YORK",NY,10021,"408 E 69TH ST",0000055957,
0000008083,"BAYLOR COLLEGE OF MEDICINE",,HOUSTON,TX,77030,"ONE BAYLOR PLAZA",0000055962,
0000008084,"THE CITY UNIVERSITY OF NEW YORK",,FLUSHING,NY,11367,"65-30 KISSENA BLVD",0000055963,01
0000008085,"QUEENS COLLEGE","THE CITY UNIV OF NEW YORK",FLUSHING,NY,11367,"65-30 KISSENA BLVD",0000055966,
0000008086,"CITY OF HOPE",,DUARTE,CA,91010,"1500 E DUARTE RD",0000055979,
0000008087,"VA MEDICAL CENTER",,OMAHA,NE,68105-1850,"4101 WOOLWORTH AVE",0000055980,
0000008088,"UT SOUTHWESTERN MEDICAL CTR",,DALLAS,TX,75390-9028,"4600 HARRY HINES BLVD",0000055981,
0000008089,"LEIDOS BIOMEDICAL RESEARCH INC","FKA - SAIC - FREDERICK",FREDERICK,MD,21702,"1050 BOYLES ST",0000055988,
0000008090,"PENNSYLVANIA STATE UNIVERSITY",,"UNIVERSITY PARK",PA,16802,"101A SOUTH FREAR",0000055991,
0000008091,"MORGRIDGE INSTITUTE FOR RESEARCH","ACCOUNTS PAYABLE",MADISON,WI,53707-7667,,0000055994,01
0000008092,"MORGRIDGE INSTITUTE FOR RESEARCH",,MADISON,WI,53715,"309 N ORCHARD ST",0000055997,
0000008093,"COLORADO STATE UNIVERSITY",,"FORT COLLINS",CO,80523-1619,"200 W LAKE ST",0000056008,
0000008094,"MEMORIAL SLOAN KETTERING CANCER CTR",,"NEW YORK",NY,10021,"408 E 69TH ST",0000056009,
0000008095,"UNIVERSITY OF MARYLAND AT BALTIMORE",,BALTIMORE,MD,21201,"655 W BALTIMORE ST",0000056020,
0000008096,"JOHNS HOPKINS UNIVERSITY",,BALTIMORE,MD,21287,"1650 ORLEANS ST",0000056025,
0000008097,"UNIVERSITY OF LOUISVILLE","DEPARTMENT OF MECHANICAL ENGINEERIN",LOUISVILLE,KY,40292,,0000056028,
0000008098,"CLEVELAND CLINIC FOUNDATION",,CLEVELAND,OH,44145,"9500 EUCLID AVE",0000056033,
0000008099,"OHIO STATE UNIVERSITY",,COLUMBUS,OH,43210,"1900 COFFEY RD",0000056038,
0000008100,"POLYSCIENCES INC",,WARRINGTON,PA,18976,"400 VALLEY RD",0000056041,02
0000008101,"POLYSCIENCES INC",,WARRINGTON,PA,18976,"424 VALLEY RD",0000056042,
0000008102,"NEVADA CANCER INSTITUTE",,"LAS VEGAS",NV,89135,"ONE BREAKTHROUGH WAY",0000056047,
0000008103,"UNIVERSITY OF NORTH CAROLINA",,"CHAPEL HILL",NC,27599,"116 MANNING DR",0000056048,
0000008104,"JOE ROETHELE",,MONTGOMERY,TX,77316,"140 LYNDSEY DR",0000056057,
0000008105,"WAYNE STATE UNIVERSITY",,DETROIT,MI,48201,"540 E CANFIELD AVE",0000056058,
0000008106,"UNIVERSITY OF COLORADO AT DENVER",,AURORA,CO,80045,"12801 E 17TH AVE",0000056059,
0000008107,"UNIVERSITY OF PENNSYLVANIA","CELL & DEVELOPMENTAL BIOLOGY",PHILADELPHIA,PA,19104-6058,"421 CURIE BLVD",0000056064,
0000008108,"BRIGHAM YOUNG UNIVERSITY","DEPT OF PDBIO",PROVO,UT,84502,,0000056069,
0000008109,"UNIVERSITY OF CHICAGO","HUMAN GENETICS",CHICAGO,IL,60637,"920 E 58TH ST",0000056072,
0000008110,"NORTH CAROLINA STATE UNIVERSITY","CHEMICAL ENG. DEPT",RALEIGH,NC,27695,"911 PARTNERS WAY",0000056087,
0000008111,"NORTHWESTERN UNIVERSITY","PATHOLOGY (MED)",CHICAGO,IL,60611,"745 N FAIRBANKS CT",0000056088,
0000008112,"DUKE UNIVERSITY",,DURHAM,NC,27710,"RESEARCH DR",0000056103,
0000008113,"UNIV OF CALIFORNIA AT SAN DIEGO",,"SAN DIEGO",CA,92121,"7835 TRADE ST",0000056118,
0000008114,"UNIVERSITY OF PITTSBURGH",,PITTSBURGH,PA,15261,"3550 TERRACE ST",0000056123,
0000008115,"CASE WESTERN RESERVE UNIVERSITY",,CLEVELAND,OH,44106,"2109 ADELBERT RD",0000056136,
0000008116,"YORK COLLEGE/CUNY",,JAMAICA,NY,11451-0001,"9420 GUY R BREWER BLVD",0000056143,
0000008117,"JOHNS HOPKINS UNIVERSITY",,BALTIMORE,MD,21205,"1721 E MADISON ST",0000056149,
0000008118,"SPEEDAR LLC",,LIBERTYVILLE,IL,60048,"504 HEMLOCK LN",0000056156,02
0000008119,"SPEEDAR LLC",,LIBERTYVILLE,IL,60048,"504 HEMLOCK LN",0000056159,
0000008120,"YESHIVA UNIVERSITY","ALBERT EINSTEIN COLLEGE OF MEDICINE",BRONX,NY,10461,"1300 MORRIS PARK AVE",0000056164,
0000008121,"WASHINGTON UNIVERSITY IN ST LOUIS",,"ST. LOUIS",MO,63110,"4940 PARKVIEW PLACE",0000056165,
0000008122,"UNIVERSITY OF PITTSBURGH",,PITTSBURGH,PA,15240,"UNIVERSITY DR",0000056166,
0000008123,"MASSACHUSETTS GENERAL HOSPITAL","CHARLES RIVER PLAZA NORTH",BOSTON,MA,02114,"185 CAMBRIDGE ST",0000056183,
0000008124,"UNIVERSITY OF IOWA","INTERNAL MEDICINE","IOWA CITY",IA,52246,"HIGHWAY 6 WEST",0000056192,
0000008125,"ELI LILLY & COMPANY","FKA: IMCLONE SYSTEMS INC","NEW YORK",NY,10016,"450 E 29TH ST",0000056197,
0000008126,"NEW YORK UNIV SCHOOL OF MEDICINE","STERLING FOREST",TUXEDO,NY,10987-5007,"57 OLD FORGE RD",0000056200,
0000008127,"SHRINERS HOSPITAL FOR CHILDREN",GALVESTON,GALVESTON,TX,77550,"14TH & STRAND ST",0000056205,
0000008128,"NEW YORK UNIV SCHOOL OF MEDICINE","DEPT OF PHARMACOLOGY","NEW YORK",NY,10016,"550 FIRST AVE",0000056212,
0000008129,"BOSTON MEDICAL CENTER",,BOSTON,MA,02118,"670 ALBANY ST",0000056219,
0000008130,"CTR SCIENTIFIC","CONTROL TECNICO Y REPRESENTACIONES",LAREDO,TX,78045,"505 UNION PACIFIC",0000056228,
0000008131,"WASHINGTON UNIVERSITY IN ST LOUIS",OPHTHALMOLOGY,"ST. LOUIS",MO,63110,"4566 SCOTT AVE",0000056243,
0000008132,"UNIVERSITY OF SOUTHERN CALIFORNIA","ZILKA NEUROGENETIC INSTITUTE","LOS ANGELES",CA,90033,"1501 SAN PABLO ST",0000056244,
0000008133,"VETERQUIMICA S. A.",,"LOS CERRILLOS",13,5641,"CAMINO A MELIPILLA",0000056255,02
0000008134,"VETERQUIMICA S. A.",,"LOS CERRILLOS",13,5641,"CAMINO A MELIPILLA",0000056258,
0000008135,"UNIV OF CALIFORNIA AT SAN FRANCISCO","SAN FRANCISCO","SAN FRANCISCO",CA,94143,"513 PARNASSUS AVE",0000056259,
0000008136,"KANSAS STATE UNIVERSITY","VETERINARY DIAGNOSTIC LABORATORY",MANHATTAN,KS,66506,"1800 DENNISON AVE",0000056260,
0000008137,"UNIVERSITY OF ILLINOIS","VETERINARY DIAGNOSTIC LAB",URBANA,IL,61802,"2001 S LINCOLN AVE",0000056276,
0000008138,"UNIVERSITY OF MARYLAND",,BALTIMORE,MD,21201,"685 W BALTIMORE ST",0000056281,
0000008139,"CASE WESTERN RESERVE UNIVERSITY",,CLEVELAND,OH,44106,"2123 ADELBERT RD",0000056290,
0000008140,"UNIV OF ARKANSAS FOR MED SCIENCES","FOR MEDICAL SERVICES","LITTLE ROCK",AR,72205,"800 COTTAGE DR",0000056298,
0000008141,"CITY OF HOPE MEDICAL CENTER",,DUARTE,CA,91010,"1500 E DUARTE RD",0000056301,
0000008142,"JOHNS HOPKINS UNIVERSITY",,BALTIMORE,MD,21205,"1721 E MADISON ST",0000056306,
0000008143,"UT SOUTHWESTERN MEDICAL CTR",,DALLAS,TX,75390,"4600 HARRY HINES BLVD",0000056315,
0000008144,"JOHNS HOPKINS UNIVERSITY",,BALTIMORE,MD,21205,"720 RUTLAND AVE",0000056320,
0000008145,"MASSACHUSETTS INST OF TECHNOLOGY","BIOLOGY DEPT",CAMBRIDGE,MA,02139,"31 AMES ST",0000056323,
0000008146,"UNIVERSITY OF MICHIGAN",,"ANN ARBOR",MI,48108-9561,"5025 VENTURE DR",0000056330,
0000008147,"UNIV OF CALIFORNIA AT SAN FRANCISCO",,"SAN FRANCISCO",CA,94143,"35 MEDICAL CENTER WAY",0000056333,
0000008148,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"9000 ROCKVILLE PIKE",0000056392,
0000008149,"UNIVERSITY OF PENNSYLVANIA",ENDOCRINOLOGY,PHILADELPHIA,PA,19104,"3400 CIVIC CTR BLVD",0000056397,
0000008150,"PROCTOR & GAMBLE COMPANY",,MASON,OH,45040,"8700 MASON MONTGOMERY RD",0000056398,
0000008151,"AURORA HEALTH CARE",,MILWAUKEE,WI,53207,"180 W GRANGE AVE",0000056407,02
0000008152,"ST LUKES RESEARCH CENTER LAB",,MILWAUKEE,WI,53215,"2601 W OKLAHOMA AVE",0000056408,
0000008153,"UNIV OF CALIFORNIA AT BERKELEY",,BERKELEY,CA,94720,,0000056415,
0000008154,"UNIV OF CALIFORNIA AT SAN FRANCISCO",,"SAN FRANCISCO",CA,94143,"513 PARNASSUS AVE",0000056416,
0000008155,"NATIONAL INSTS OF HEALTH / NHLBI",,BETHESDA,MD,20892,"10 CENTER DR",0000056419,
0000008156,"UNIVERSITY OF PENNSYLVANIA",,PHILADELPHIA,PA,19104,"421 CURIE BLVD",0000056420,
0000008157,"DUKE UNIVERSITY",,DURHAM,NC,27710,"2 GENOME CT",0000056425,
0000008158,"NATIONAL INSTS OF HEALTH / NIEHS",,"RESEARCH TRIANGLE PARK",NC,27709,"111 TW ALEXANDER DR",0000056440,
0000008159,"NORDIC BIOSITE APS (DENMARK)",,"KOBENHAVN K",,1254,"TOLDBODGADE 18, 5",0000056445,04
0000008160,"BOEHRINGER INGELHEIM PHARMACEUTICAL",,RIDGEFIELD,CT,06877-1033,"175 BRIAR RIDGE",0000056460,
0000008161,"ALBANY MEDICAL CENTER",,ALBANY,NY,12208,"43 NEW SCOTLAND AVE",0000056467,
0000008162,"UNIVERSITY OF VIRGINIA",OPHTHALMOLOGY,CHARLOTTESVILLE,VA,22908,"409 LANE RD",0000056476,
0000008163,"UNIVERSITY OF COLORADO",,AURORA,CO,80045,"12801 E 17TH AVE",0000056489,
0000008164,"DOW CHEMICAL COMPANY",,MIDLAND,MI,48674,"WASHINGTON ST",0000056492,02
0000008165,"DOW CHEMICAL COMPANY",,MIDLAND,MI,48674,"WASHINGTON ST",0000056493,
0000008166,"THE COMMONWEALTH MEDICAL COLLEGE",,SCRANTON,PA,18509,"525 PINE ST",0000056498,01
0000008167,"THE COMMONWEALTH MEDICAL COLLEGE",,SCRANTON,PA,18509,"525 PINE ST",0000056499,
0000008168,"EMORY UNIVERSITY","SOM: RADIOLOGY",ATLANTA,GA,30322,"1365 CLIFTON RD NE",0000056508,
0000008169,"LOUISIANA STATE UNIVERSITY",,SHREVEPORT,LA,71103,"3010 LINWOOD AVE",0000056513,
0000008170,"MEDICAL COLLEGE OF WISCONSIN",,MILWAUKEE,WI,53226,"8701 WATERTOWN PLANK RD",0000056520,
0000008171,"UNIV OF NEBRASKA MEDICAL CENTER",,OMAHA,NE,68105,"668 S 41ST ST",0000056529,
0000008172,"CORNELL UNIVERSITY",,ITHACA,NY,14853,"526 CAMPUS RD",0000056532,
0000008173,"COLUMBIA UNIVERSITY",,"NEW YORK",NY,10032,"701 W 168TH ST",0000056537,
0000008174,"BAYLOR COLLEGE OF MEDICINE","MAIN RECEIVING DOCK",HOUSTON,TX,77030,"ONE BAYLOR PLAZA",0000056544,
0000008175,"MOUNT SINAI MEDICAL SCHOOL",,"NEW YORK",NY,10029,"1425 MADISON AVE",0000056555,
0000008176,"VIRGINIA POLYTECHNIC INSTITUTE","STATE UNIVERSITY",ROANOKE,VA,24016,"2 RIVERSIDE CIR",0000056576,
0000008177,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"9000 ROCKVILLE PIKE",0000056579,
0000008178,"MEDICAL DIAGNOSTIC LABORATORIES LLC",,HAMILTON,NJ,08690,"2439 KUSER RD",0000056588,
0000008179,"PURDUE UNIVERSITY-WEST LAFAYETTE CA","ANIMAL DISEASE DIAGNOSTIC LABORATOR","WEST LAFAYETTE",IN,47907-2065,"406 S UNIVERSITY ST",0000056597,
0000008180,"UNIV OF CALIFORNIA LOS ANGELES",,"LOS ANGELES",CA,90095,"607 CHARLES E YOUNG DR E",0000056604,
0000008181,"NEW YORK UNIV LANGONE MEDICAL CTR","MAIN RECEIVING DOCK","NEW YORK",NY,10016-6481,"31ST ST & E RIVER DR",0000056621,
0000008182,"WEILL MED COLLEGE OF CORNELL UNIV",,"NEW YORK",NY,10065,"510 E 70TH ST",0000056622,
0000008183,"THE SCRIPPS RESEARCH INSTITUTE",,"SAN DIEGO",CA,92121,"4122 SORRENTO VALLEY BLVD",0000056626,
0000008184,"GENZYME BIOTECH",,FRAMINGHAM,MA,01701,"1 THE MOUNTAIN RD",0000056645,
0000008185,"VANDERBILT UNIVERSITY","CELL & DEVELOPMENTAL BIOLOGY",NASHVILLE,TN,37232,"465 21ST AVE S",0000056648,
0000008186,"UNIVERSITY OF COLORADO",,AURORA,CO,80045,"12801 E 17TH AVE",0000056651,
0000008187,"DANA FARBER CANCER INSTITUTE",,BOSTON,MA,02115-6084,"44 BINNEY ST",0000056660,
0000008188,"PROMETHEUS LABORATORIES",,"SAN DIEGO",CA,92121,"9410 CAROL PARK DR",0000056666,02
0000008189,"PROMETHEUS LABORATORIES",,"SAN DIEGO",CA,92121,"9410 CAROL PARK DR",0000056669,
0000008190,"ALBANY MEDICAL CENTER",,ALBANY,NY,12208,"43 NEW SCOTLAND AVE",0000056674,
0000008191,"MERCK & CO INC",,BOSTON,MA,02115,"33 AVE LOUIS PASTEUR",0000056677,
0000008192,"HARVARD UNIVERSITY",,BOSTON,MA,02115,"665 HUNTINGTON AVE",0000056682,
0000008193,"UNIV OF CALIFORNIA AT SAN DIEGO",,"LA JOLLA",CA,92093,"9500 GILMAN DR",0000056689,
0000008194,"WASHINGTON STATE UNIVERSITY",,PULLMAN,WA,99164-1120,"100 DAIRY RD",0000056694,
0000008195,"GLOBAL BLOOD THERAPEUTICS",,"S SAN FRANCISCO",CA,94080,"400 E JAMIE CT",0000056699,02
0000008196,"GLOBAL BLOOD THERAPEUTICS",,"SAN FRANCISCO",CA,94107,"665 3RD ST",0000056700,
0000008197,"LEHIGH UNIVERSITY",,BETHLEHEM,PA,18015,"6 E PACKER AVE",0000056713,
0000008198,"WASHINGTON UNIVERSITY IN ST LOUIS","ORTHO SURGERY","SAINT LOUIS",MO,63110,"4940 PARKVIEW PLACE",0000056720,
0000008199,"JOHNS HOPKINS UNIVERSITY",,BALTIMORE,MD,21231,"1550 ORLEANS ST",0000056723,
0000008200,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"9000 ROCKVILLE PIKE",0000056726,
0000008201,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"9000 ROCKVILLE PIKE",0000056735,
0000008202,"HARVARD SCHOOL OF PUBLIC HEALTH",,BOSTON,MA,02115,"651 HUNTINGTON AVE",0000056736,
0000008203,"BAYLOR COLLEGE OF MEDICINE",,HOUSTON,TX,77030,"1100 BATES ST",0000056747,
0000008204,"PEDIATRIC SOLID ORGAN TRANSPLTN",,MINNEAPOLIS,MN,55454,"2450 RIVERSIDE AVE",0000056760,
0000008205,"BRIGHAM YOUNG UNIVERSITY",,PROVO,UT,84602,,0000056767,
0000008206,"BOSTON UNIVERSITY",,BOSTON,MA,02118,"609 ALBANY ST",0000056768,
0000008207,"INDIANA UNIVERSITY MEDICAL SCHOOL",,EVANSVILLE,IN,47712,"8600 UNIVERSITY BLVD",0000056775,
0000008208,"DUKE UNIVERSITY MEDICAL CENTER",,DURHAM,NC,27710,"RESEARCH DR",0000056782,
0000008209,"YALE UNIVERSITY",,"NEW HAVEN",CT,06511,"300 GEORGE ST",0000056797,
0000008210,"WASHINGTON UNIVERSITY IN ST LOUIS",,"SAINT LOUIS",MO,63110,"4940 PARKVIEW PLACE",0000056804,
0000008211,"UNIV OF ALABAMA MEDICAL CTR",,BIRMINGHAM,AL,35294,"901 19TH ST",0000056811,
0000008212,"MONTANA STATE UNIVERSITY",,BOZEMAN,MT,59718,"960 TECHNOLOGY BLVD",0000056820,
0000008213,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"9000 ROCKVILLE PIKE",0000056823,
0000008214,"UNIV OF NORTH CAROLINA CHAPEL HILL",,"CHAPEL HILL",NC,27599,"160 DENTAL CIR",0000056827,
0000008215,"BOEHRINGER INGELHEIM PHARMACEUTICAL",,RIDGEFIELD,CT,06877-1033,"175 BRIAR RIDGE",0000056828,
0000008216,AIBIOTECH,,RICHMOND,VA,23235,"601 BIOTECH DR",0000056831,02
0000008217,"UNIVERSITY OF MICHIGAN",,"ANN ARBOR",MI,48109-2214,"401 WASHTENAW AVE",0000056840,
0000008218,"CASE WESTERN RESERVE UNIVERSITY",,CLEVELAND,OH,44106,"2103 CORNELL RD",0000056841,
0000008219,"STANFORD UNIVERSITY",,STANFORD,CA,94305,"259 CAMPUS DR",0000056856,
0000008220,"YESHIVA UNIVERSITY","ALBERT EINSTEIN COLLEGE OF MEDICINE",BRONX,NY,10461,"1300 MORRIS PARK AVE",0000056863,
0000008221,"NORTH CAROLINA A&T STATE UNIV",,GREENSBORO,NC,27411,"602 N BENBOW RD",0000056866,
0000008222,"WEST VRIGINIA UNIVERSITY",,MORGANTOWN,WV,26506,"1 MEDICAL CENTER DR",0000056875,
0000008223,"MEDICAL DIAGNOSTIC LABORATORIES LLC",,HAMILTON,NJ,08690,"2439 KUSER RD",0000056878,
0000008224,"UNIVERSITY OF UTAH",,"SALT LAKE CITY",UT,84112,"1795 E SOUTH CAMPUS DR",0000056885,
0000008225,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"9000 ROCKVILLE PIKE",0000056888,
0000008226,"THOMAS JEFFERSON UNIVERSITY",,PHILADELPHIA,PA,19107-5099,"1015 WALNUT ST",0000056891,
0000008227,"THE SCRIPPS RESEARCH INSTITUTE","RECEIVING DEPT","SAN DIEGO",CA,92121,"4122 SORRENTO VALLEY BLVD",0000056894,
0000008228,"INDIAN INST OF SCIENCE EDUCATION",,PUNE,,411008,"900 NCL INNOVATION PARK",0000056904,01
0000008229,"COLUMBIA UNIVERSITY MEDICAL CENTER",,"NEW YORK",NY,10032,"701 W 168TH ST",0000056915,
0000008230,"UNIVERSITY OF PITTSBURGH",,PITTSBURGH,PA,15261,"3501 TERRACE ST",0000056922,
0000008231,"UNIV OF ALABAMA AT BIRMINGHAM",,BIRMINGHAM,AL,35294,"701 19TH ST S",0000056925,
0000008232,"UNIVERSITY OF WISCONSIN AT MADISON","CLINICAL SCIENCE CENTER",MADISON,WI,53792,"600 HIGHLAND AVE",0000056930,
0000008233,"UNIV OF CALIFORNIA AT SAN DIEGO",,"LA JOLLA",CA,92093-0668,"9500 GILMAN DR",0000056939,
0000008234,"HERSHEY MEDICAL CENTER",,HERSHEY,PA,17033,"500 UNIVERSITY DR",0000056946,
0000008235,"YALE UNIVERSITY",MOBGYN,"NEW HAVEN",CT,06510,"200 S FRONTAGE RD",0000056973,
0000008236,"THOMAS JEFFERSON UNIVERSITY",,PHILADELPHIA,PA,19107,"233 S 10TH ST",0000056980,
